StockCode,Month,Year,TotalSales
23582,10,2011,1146.44
21314,10,2011,538.9300000000001
85131C,11,2011,4.1499999999999995
21986,11,2011,54.36
23015,11,2011,33.0
21555,9,2011,2.55
23019,9,2011,94.2
23294,11,2011,543.7099999999998
22311,11,2011,1088.8600000000001
16218,10,2011,21.6
22964,12,2011,201.53
22921,12,2011,26.650000000000006
21064,12,2011,79.7
17038,9,2011,17.0
22232,12,2011,28.909999999999997
20718,12,2011,340.75
21199,11,2011,71.25
16236,9,2011,18.689999999999998
22937,9,2011,109.5
22747,9,2011,111.30000000000001
23692,11,2011,21.0
85231B,11,2011,99.88
23099,8,2011,46.550000000000004
22632,8,2011,442.20000000000005
22756,11,2011,81.17
21973,11,2011,7.25
23009,10,2011,596.0999999999999
21495,12,2011,63.0
22770,9,2011,116.95
23468,10,2011,90.75
84968E,8,2011,262.79999999999995
21265,9,2011,50.699999999999996
16054,11,2011,39.6
23492,12,2011,49.5
47341B,11,2011,7.5
22679,6,2011,80.0
22344,12,2011,42.75
85152,12,2010,1249.6800000000003
21558,1,2011,243.3
21922,4,2011,937.65
85114A,5,2011,37.95
23049,6,2011,643.5
22279,8,2011,60.0
21018,12,2010,18.7
22931,1,2011,766.5000000000002
21531,2,2011,307.95000000000005
21096,3,2011,37.4
21704,1,2011,98.59
22665,2,2011,548.6499999999999
23169,5,2011,553.05
23299,8,2011,213.75
84879,5,2011,4977.239999999998
21902,7,2011,61.74999999999999
21617,6,2011,33.75
22284,1,2011,117.14999999999999
21739,2,2011,14.75
21935,3,2011,214.5
21623,4,2011,511.19999999999993
20971,4,2011,327.5
84997D,7,2011,2903.1
22256,2,2011,85.0
22831,6,2011,253.70000000000005
22685,1,2011,45.0
84766,5,2011,58.699999999999996
21987,6,2011,152.10000000000002
22674,7,2011,274.77
21671,8,2011,471.76
84459A,3,2011,388.9999999999999
22393,5,2011,48.449999999999996
22771,8,2011,691.25
21622,12,2010,237.60000000000002
22817,3,2011,86.4
21447,5,2011,143.75
37370,5,2011,799.24
22420,2,2011,33.18
22099,8,2011,103.74000000000001
22563,1,2011,82.5
22276,4,2011,71.39999999999999
22228,4,2011,58.65
22852,6,2011,150.5
85034A,8,2011,17.0
22358,1,2011,217.55
23021,8,2011,33.2
22450,1,2011,181.85000000000002
23006,4,2011,67.86000000000001
22494,6,2011,45.0
22265,7,2011,7.800000000000001
21576,6,2011,27.0
22280,12,2010,3.75
85202,3,2011,17.22
22024,3,2011,77.03999999999999
21588,6,2011,76.2
84660C,7,2011,152.47000000000003
90149,5,2011,7.5
20845,7,2011,38.099999999999994
21622,2,2011,173.25
22563,7,2011,292.64
35637A,2,2011,35.7
84559B,5,2011,3.4
21750,6,2011,65.10000000000001
22043,7,2011,20.16
22190,6,2011,14.700000000000001
21422,2,2011,241.35999999999999
84760S,3,2011,7.25
84916,1,2011,43.45
22754,1,2011,57.8
20977,5,2011,122.5
90014B,12,2010,9.95
72132,12,2010,27.299999999999997
20886,6,2011,50.7
85034A,6,2011,4.25
22546,8,2011,31.500000000000004
22440,3,2011,490.8
21947,5,2011,21.25
85169D,3,2011,11.25
72799F,3,2011,61.199999999999996
84913A,1,2011,18.6
20619,4,2011,10.14
22696,8,2011,104.55
20723,9,2011,682.29
23400,9,2011,575.0
22617,10,2011,977.6500000000001
22065,11,2011,664.4099999999999
22586,8,2011,39.099999999999994
21463,10,2011,340.8
23504,10,2011,879.98
23435,9,2011,319.78000000000003
22866,10,2011,2131.6200000000013
23061,9,2011,189.96
22676,10,2011,156.25
23254,10,2011,543.6500000000001
90200A,12,2011,63.75
21819,10,2011,187.59000000000003
22420,11,2011,136.95
84991,12,2011,70.30000000000001
22581,12,2011,83.57
22297,9,2011,335.44
22389,12,2011,17.159999999999997
22502,9,2011,37.7
15060B,9,2011,290.33
21523,10,2011,994.6799999999998
85135B,11,2011,39.75
21586,11,2011,604.8000000000001
82583,8,2011,63.00000000000001
21648,9,2011,90.44
85045,8,2011,121.8
22430,11,2011,193.05
22912,10,2011,39.60000000000001
22989,11,2011,292.68
85023B,12,2011,2.55
85179A,10,2011,32.5
20707,11,2011,23.63
85136A,10,2011,63.6
85178,12,2011,41.17
21306,12,2011,0.8699999999999999
23023,12,2011,9.899999999999999
22124,10,2011,28.04
84249A,10,2011,2.4899999999999998
22357,12,2011,42.38
22559,12,2011,4.92
22393,9,2011,20.4
72780,11,2011,11.049999999999999
21147,12,2011,2.46
17090A,11,2011,11.25
23540,11,2011,34.75
79163,4,2011,117.0
22821,8,2011,16.900000000000002
22921,9,2011,42.900000000000006
22598,11,2011,92.8
84559B,10,2011,11.049999999999999
22288,8,2011,22.5
22776,2,2011,950.2999999999998
21786,2,2011,1.26
22326,3,2011,1249.1999999999998
85132B,5,2011,376.35
20728,8,2011,2307.5499999999993
23263,8,2011,528.75
22464,1,2011,271.5
22334,2,2011,171.89999999999998
84970S,4,2011,882.1799999999998
22966,4,2011,266.25
22431,5,2011,743.3999999999999
21832,12,2010,189.74999999999997
37449,1,2011,781.1500000000001
22855,5,2011,481.76
23050,7,2011,412.5
21987,7,2011,42.900000000000006
20767,12,2010,10.2
16012,12,2010,25.200000000000003
22198,2,2011,34.65
22741,6,2011,571.2
22687,6,2011,31.8
23109,7,2011,918.19
47599B,1,2011,365.16
20750,5,2011,1027.75
21390,5,2011,291.25
22846,7,2011,450.5999999999999
82613B,12,2010,79.7
79302M,3,2011,83.45
20702,8,2011,12.75
21111,1,2011,269.5
85135B,5,2011,31.8
48188,7,2011,2861.2000000000007
85177,12,2010,102.0
23110,7,2011,297.7
22349,7,2011,108.75
21509,7,2011,105.84
22072,6,2011,135.0
21122,2,2011,624.03
22424,4,2011,621.45
22068,7,2011,56.099999999999994
22912,8,2011,74.25
21877,8,2011,281.25
90039C,2,2011,3.75
22912,5,2011,306.99
22268,3,2011,138.54999999999998
84508A,1,2011,5.1
22174,3,2011,162.6
72232,5,2011,12.16
22460,1,2011,68.75
84510A,4,2011,48.75
22100,12,2010,10.0
22459,4,2011,136.95000000000002
20996,8,2011,72.39000000000001
22676,3,2011,120.0
84849D,6,2011,45.63
84199,6,2011,4.2
22562,4,2011,199.04000000000002
21654,7,2011,74.1
22421,6,2011,49.14
22158,7,2011,67.85
22845,8,2011,368.15
22066,12,2010,17.4
21055,1,2011,125.29999999999998
21930,1,2011,409.35
22255,4,2011,50.15
90209B,2,2011,63.0
22302,6,2011,190.35
85198,4,2011,35.76
23051,3,2011,313.5
22939,7,2011,118.80000000000001
22900,4,2011,991.45
71459,1,2011,666.04
85114A,4,2011,9.899999999999999
84536B,7,2011,128.62
72807B,7,2011,55.25
22762,3,2011,221.60000000000002
16161G,6,2011,2.5
21704,6,2011,120.69
22770,2,2011,134.55
22760,2,2011,233.39999999999998
85062,6,2011,130.34999999999997
22806,7,2011,134.2
21613,12,2010,61.95000000000001
20748,12,2010,89.25
22209,6,2011,118.69
21220,1,2011,17.5
22708,4,2011,52.5
22803,7,2011,119.85000000000001
22546,4,2011,192.95999999999998
21811,7,2011,70.44
16169E,8,2011,136.5
20910,12,2010,50.8
21494,6,2011,13.75
21591,6,2011,48.75
35004B,5,2011,178.29999999999998
23234,8,2011,783.49
85017B,4,2011,51.61
22963,8,2011,95.19999999999999
21364,1,2011,6.75
22680,8,2011,116.25
22720,10,2011,2791.120000000001
21385,10,2011,197.98000000000002
23333,10,2011,458.75
21754,10,2011,910.25
23681,11,2011,1955.8999999999992
23344,12,2011,1893.8399999999997
21930,9,2011,2136.1199999999994
21811,10,2011,701.7300000000002
21676,11,2011,20.189999999999998
21742,11,2011,404.6
23514,10,2011,491.06000000000006
22153,11,2011,315.78
21506,11,2011,171.36000000000004
23409,10,2011,270.99
22327,12,2011,85.55000000000001
23403,11,2011,572.44
23431,8,2011,434.63999999999993
23503,12,2011,268.75
23404,10,2011,1597.9
22061,12,2011,649.0
21060,10,2011,27.2
23217,9,2011,436.94
22597,10,2011,185.76999999999998
23082,12,2011,547.9200000000001
84997B,11,2011,1482.54
20839,9,2011,92.65
23348,8,2011,76.92
23089,10,2011,576.3
84581,9,2011,45.0
21275,11,2011,16.95
21664,10,2011,11.25
22334,9,2011,36.3
21563,8,2011,29.5
22973,12,2011,104.23999999999998
23375,8,2011,24.599999999999998
22167,12,2011,19.9
22547,9,2011,12.17
21948,8,2011,21.25
72131,10,2011,168.14999999999998
22515,12,2011,6.300000000000001
22299,11,2011,301.25
23427,12,2011,37.5
17084N,9,2011,26.25
23456,12,2011,29.050000000000004
21820,8,2011,7.5
21741,11,2011,26.55
21710,10,2011,68.71000000000001
21791,12,2010,1269.38
85049A,11,2011,1034.79
21787,11,2011,1328.2599999999998
23192,11,2011,759.8799999999998
22505,11,2011,703.95
22516,11,2011,4.2
20653,11,2011,17.46
22804,12,2010,550.6499999999999
21175,3,2011,1266.3600000000001
23148,6,2011,192.55999999999997
20725,6,2011,2332.1000000000004
85123A,12,2010,9602.049999999996
22367,12,2010,243.75000000000003
22419,1,2011,36.120000000000005
22267,3,2011,125.0
21106,12,2010,70.80000000000001
72807B,12,2010,295.44
22554,4,2011,392.70000000000005
22558,5,2011,1216.29
21340,12,2010,414.2
22683,5,2011,52.5
23025,7,2011,74.88
82484,2,2011,2002.5300000000002
84991,7,2011,633.65
23000,7,2011,112.98
22244,12,2010,187.2
21884,12,2010,62.50000000000001
22303,12,2010,137.7
22413,1,2011,413.68000000000006
21888,3,2011,369.54
21906,1,2011,1150.32
21749,3,2011,162.3
21090,7,2011,43.68
21926,2,2011,105.0
22966,3,2011,899.03
21975,4,2011,455.20000000000005
85015,5,2011,96.9
22315,5,2011,42.5
85114C,6,2011,57.74999999999999
22988,7,2011,986.07
23233,7,2011,157.5
15036,2,2011,1449.0
22343,3,2011,45.9
22568,5,2011,478.86
22719,2,2011,134.70000000000002
84912B,6,2011,75.0
22271,12,2010,320.05
22956,3,2011,384.00000000000006
23213,7,2011,112.5
21497,8,2011,571.0
37501,8,2011,6.95
22489,12,2010,224.28000000000003
79160,12,2010,46.2
22735,7,2011,18.15
22585,6,2011,141.25
22819,7,2011,50.400000000000006
84912B,1,2011,37.5
22113,8,2011,509.31
22534,12,2010,135.00000000000003
21948,2,2011,26.25
22829,3,2011,336.65
22704,7,2011,210.0
23295,7,2011,1089.85
85141,2,2011,10.75
22434,4,2011,79.95
46115B,3,2011,1.1400000000000001
21976,8,2011,310.15000000000003
20973,1,2011,105.3
22095,4,2011,16.25
82613B,3,2011,36.25
22529,8,2011,30.240000000000002
22713,7,2011,65.52
22245,5,2011,20.4
20979,1,2011,58.75
85040A,6,2011,214.49999999999997
22834,4,2011,27.300000000000004
22023,12,2010,40.32
85212,8,2011,45.82
23335,8,2011,43.67999999999999
22227,12,2010,94.9
22611,2,2011,44.55
21469,3,2011,63.75
84993A,1,2011,3.3600000000000003
21906,8,2011,54.0
22867,3,2011,6.300000000000001
90177D,5,2011,17.700000000000003
21742,7,2011,47.6
22932,5,2011,247.50000000000003
21794,2,2011,27.0
84798B,3,2011,17.849999999999998
22291,12,2010,104.39999999999999
21375,1,2011,10.9
22204,4,2011,18.75
23186,3,2011,22.5
23280,8,2011,334.58
20655,6,2011,13.97
21426,2,2011,4.2
22447,2,2011,23.450000000000003
21481,4,2011,94.40000000000002
23340,7,2011,9.899999999999999
22217,7,2011,25.0
21937,1,2011,266.15
22705,12,2010,52.5
84660B,4,2011,11.25
22185,1,2011,3.3
21520,7,2011,5.04
22028,11,2011,167.69
22578,11,2011,1473.0600000000009
23243,12,2011,292.65000000000003
21080,9,2011,766.0
22551,11,2011,1571.909999999999
23366,10,2011,346.4500000000001
23470,11,2011,418.75
23344,9,2011,3191.5099999999984
85123A,10,2011,4552.740000000001
23206,12,2011,211.2
20724,12,2011,297.78
84836,11,2011,911.1700000000001
21291,9,2011,81.6
22907,10,2011,384.59999999999997
23162,11,2011,517.88
23511,11,2011,224.64000000000001
21042,11,2011,113.05000000000001
23556,11,2011,545.35
16258A,10,2011,35.63999999999999
35833P,9,2011,1.25
22501,10,2011,266.4
35819B,11,2011,34.2
22089,11,2011,315.6500000000001
23033,9,2011,298.3499999999999
21219,10,2011,44.88
90176E,10,2011,7.5
23110,10,2011,456.75
22911,9,2011,82.60000000000001
21251,9,2011,44.25000000000001
22617,9,2011,654.2900000000001
21065,11,2011,59.5
22029,12,2011,134.03
22949,10,2011,92.8
22268,11,2011,18.620000000000005
22498,11,2011,89.25000000000001
40001,10,2011,114.86999999999999
22576,12,2011,118.93
22278,12,2011,19.8
23478,10,2011,214.68
21439,11,2011,231.25
22517,8,2011,14.700000000000001
48116,10,2011,278.4
23160,11,2011,40.0
22591,12,2011,33.15
22514,9,2011,6.300000000000001
22572,8,2011,28.049999999999997
23054,10,2011,57.75
22482,7,2011,3.75
15039,10,2011,79.2
85034C,9,2011,17.0
21746,10,2011,41.13
20725,3,2011,2174.5499999999997
20796,5,2011,19.799999999999997
85099F,6,2011,3714.88
21326,12,2010,611.2000000000002
21629,1,2011,7.95
84750B,1,2011,5.85
21121,3,2011,542.5
84077,4,2011,2281.4400000000005
79066K,4,2011,33.15
71053,6,2011,553.86
22303,7,2011,398.55000000000007
22139,7,2011,1790.1000000000004
21454,2,2011,87.55
21714,5,2011,356.25
20749,7,2011,549.9
84924A,1,2011,18.75
82486,2,2011,783.2499999999999
22845,3,2011,466.49999999999994
23089,5,2011,821.85
72802B,6,2011,68.0
20726,6,2011,1296.3
84944,12,2010,119.0
21588,12,2010,173.39999999999998
21199,4,2011,75.89999999999999
37448,4,2011,186.64999999999998
21519,5,2011,120.96000000000001
22088,6,2011,717.2
21500,5,2011,194.0
22747,5,2011,272.7
21067,4,2011,72.5
21240,7,2011,150.45
21704,12,2010,288.9599999999999
20857,2,2011,9.9
21754,2,2011,1457.4500000000005
22754,7,2011,59.49999999999999
84660C,8,2011,175.38
22427,3,2011,820.95
84877D,7,2011,62.5
22794,6,2011,230.54999999999995
22437,8,2011,314.0
22774,2,2011,348.74
21890,3,2011,94.4
23150,6,2011,19.92
21519,4,2011,136.8
22976,4,2011,151.25
23231,3,2011,178.5
20679,3,2011,469.3
22977,4,2011,118.75
22328,4,2011,643.05
22919,7,2011,49.400000000000006
22743,7,2011,17.7
21634,7,2011,74.88
20932,3,2011,3.75
84968C,4,2011,216.75
84922,12,2010,8.5
85071C,5,2011,59.43
84031A,5,2011,9.3
22244,6,2011,79.94999999999999
21124,4,2011,352.5
22676,6,2011,112.5
22844,6,2011,700.4000000000001
23092,7,2011,498.50000000000006
23359,8,2011,438.59999999999997
22456,12,2010,368.54999999999995
47567B,3,2011,160.65
21745,5,2011,360.0
37413,7,2011,3.5100000000000002
21707,6,2011,49.5
22069,2,2011,8.25
22653,5,2011,101.4
22543,7,2011,2.52
72802C,8,2011,157.25
22913,8,2011,99.00000000000001
85160B,7,2011,14.04
84968A,7,2011,153.0
22070,7,2011,70.68
22319,7,2011,15.600000000000001
84558A,8,2011,165.20000000000005
22613,1,2011,226.57999999999996
21654,12,2010,17.4
22678,2,2011,87.5
16216,12,2010,3.2
72799E,1,2011,29.500000000000004
22208,1,2011,152.09999999999997
22260,2,2011,77.35
22309,3,2011,63.74999999999999
85230G,1,2011,5.04
22645,7,2011,95.69999999999999
21189,7,2011,26.4
22849,8,2011,170.44999999999996
16168M,1,2011,12.6
21205,6,2011,30.599999999999998
85061W,8,2011,115.6
22405,2,2011,17.5
22615,6,2011,6.959999999999999
71038,2,2011,168.95000000000002
84569D,1,2011,38.75
79071B,2,2011,2.95
22945,3,2011,5.1
85204,8,2011,14.52
79051A,8,2011,41.75999999999999
71270,3,2011,60.0
23357,8,2011,4.95
23409,9,2011,311.25
23296,10,2011,833.74
23354,10,2011,1048.5999999999997
90089,12,2011,2.47
16011,10,2011,24.990000000000002
22584,11,2011,608.2600000000001
21524,10,2011,741.69
22748,10,2011,468.0899999999999
23312,10,2011,1408.3500000000006
22609,10,2011,103.59
22804,10,2011,481.36
21232,10,2011,1142.3000000000002
85061W,12,2011,64.6
22144,10,2011,2126.8400000000006
22207,11,2011,623.62
23223,11,2011,211.81
21824,9,2011,164.39
15039,11,2011,38.25
22837,9,2011,41.85
21877,10,2011,377.15
22098,10,2011,335.76
23203,12,2011,1244.1999999999998
23100,12,2011,133.75
23518,11,2011,83.81
21746,11,2011,62.46
22471,12,2011,115.5
85230B,9,2011,49.919999999999995
21990,12,2011,63.230000000000004
22955,12,2011,44.239999999999995
23520,10,2011,345.63
21539,11,2011,4.95
23125,10,2011,1.25
85131B,9,2011,37.349999999999994
22500,11,2011,54.45
21469,10,2011,26.25
21204,10,2011,46.19999999999999
22882,9,2011,3.9
17084R,11,2011,45.36
23409,12,2011,45.0
85172,10,2011,47.04
21366,12,2011,12.75
79030D,9,2011,4.68
90175C,11,2011,17.9
84859C,12,2011,1.95
22846,8,2011,791.5
21877,9,2011,1748.6599999999999
23065,9,2011,630.1
22845,9,2011,152.16000000000003
22516,8,2011,12.600000000000001
22474,2,2011,99.0
22386,2,2011,1748.5500000000002
22973,6,2011,133.95
20972,12,2010,358.75
22948,3,2011,100.30000000000001
22065,3,2011,1.45
21218,7,2011,359.25
23093,5,2011,470.61
71459,8,2011,617.88
23186,8,2011,34.8
21929,2,2011,1050.75
22487,7,2011,369.0
22381,7,2011,260.4
22725,1,2011,232.5
22652,4,2011,528.0
22807,1,2011,138.65000000000003
22271,1,2011,250.75000000000006
21155,4,2011,579.75
84997D,6,2011,1096.1000000000001
22650,6,2011,72.49999999999999
22811,7,2011,11.8
22260,1,2011,40.8
22292,2,2011,583.3
22045,2,2011,147.0
84658,12,2010,55.6
22746,12,2010,268.79999999999995
21675,1,2011,35.7
85129C,2,2011,17.5
48129,5,2011,528.3
20752,6,2011,107.10000000000001
21471,3,2011,216.60000000000002
10002,4,2011,160.65
22255,12,2010,107.1
16238,1,2011,11.76
84380,6,2011,506.39
84821,7,2011,11.049999999999999
21391,7,2011,144.0
21497,12,2010,31.5
23076,4,2011,1529.52
20961,5,2011,92.5
22529,12,2010,18.3
84709B,3,2011,11.9
85183B,2,2011,60.0
22028,4,2011,111.6
22426,6,2011,152.2
23253,6,2011,619.0
37500,1,2011,201.38
21411,4,2011,106.25
21042,6,2011,172.55
22286,7,2011,48.75
21198,3,2011,39.599999999999994
37500,5,2011,29.7
35961,7,2011,59.5
22152,12,2010,62.58
21627,12,2010,59.8
84905,1,2011,19.8
85032C,12,2010,113.4
22902,2,2011,214.7
72709,12,2010,15.299999999999999
22024,7,2011,50.4
21055,6,2011,53.699999999999996
46000U,4,2011,7.5
22428,3,2011,166.55
22655,6,2011,625.0
21089,4,2011,1.1400000000000001
22650,5,2011,89.94999999999999
22717,6,2011,35.28
22583,5,2011,122.39999999999999
21179,4,2011,48.75
17038,4,2011,14.000000000000002
22541,7,2011,1.26
21678,8,2011,5.1
23216,7,2011,57.94
85094,1,2011,17.5
85027L,1,2011,7.95
72800E,3,2011,7.6499999999999995
21626,1,2011,66.3
22671,1,2011,23.099999999999998
21689,8,2011,7.5
22641,3,2011,2.55
35001G,5,2011,8.5
20707,5,2011,25.0
22322,8,2011,11.899999999999999
47518F,3,2011,2.88
85048,9,2011,2367.75
84509A,9,2011,153.71
35924,10,2011,142.32
23323,11,2011,1085.4
22317,10,2011,58.89000000000001
22114,10,2011,2693.25
21989,10,2011,111.35000000000001
22733,11,2011,596.74
22295,11,2011,497.99999999999994
22594,11,2011,574.4499999999998
22379,11,2011,662.0
23207,9,2011,954.53
20726,11,2011,1012.0999999999999
23341,11,2011,289.0
23189,10,2011,860.39
37340,8,2011,98.28
22269,10,2011,110.73000000000002
21905,9,2011,54.559999999999995
84970L,10,2011,567.25
23373,11,2011,234.51999999999998
21912,9,2011,374.92
84880,9,2011,212.10000000000002
21648,10,2011,211.25
21462,11,2011,20.25
21901,12,2011,37.71
21417,12,2011,112.18
23583,12,2011,605.55
22644,12,2011,224.25000000000003
21394,9,2011,172.45
47421,11,2011,72.6
21524,9,2011,2365.79
23085,10,2011,697.2
23521,11,2011,222.09
23269,8,2011,69.6
22900,12,2011,383.5
23114,9,2011,9.9
22576,10,2011,243.88
85202,11,2011,21.0
84877B,11,2011,33.75
84206B,11,2011,0.95
21899,12,2011,44.209999999999994
84569A,11,2011,10.0
21379,10,2011,40.0
20838,10,2011,38.99
85131C,9,2011,23.299999999999997
22478,11,2011,58.75
22819,12,2011,15.96
22124,11,2011,7.38
21112,9,2011,35.400000000000006
84804A,12,2011,9.48
37489C,9,2011,3.12
23075,9,2011,279.59999999999997
35953,8,2011,41.25
35651,7,2011,67.64999999999999
21591,11,2011,368.75
21311,12,2011,0.58
22098,8,2011,74.88
22970,12,2010,256.65
21671,6,2011,346.25
16048,7,2011,17.28
22968,12,2010,1013.3
21314,12,2010,814.5000000000001
22289,4,2011,13.75
23184,7,2011,193.05
10133,8,2011,264.6
21109,8,2011,13.5
85017C,12,2010,4.25
90200D,6,2011,38.25
21985,7,2011,114.54999999999998
22759,7,2011,151.79999999999998
72802C,4,2011,25.5
21326,6,2011,467.1500000000001
20974,6,2011,491.4000000000001
21471,6,2011,262.5
22092,7,2011,37.05
22548,12,2010,181.25
22906,1,2011,127.04999999999998
22937,4,2011,81.6
21114,5,2011,161.25
21391,6,2011,328.5
22964,8,2011,268.8
22151,12,2010,168.0
22423,12,2010,17581.5
21454,4,2011,35.699999999999996
20727,5,2011,1572.0499999999997
22439,3,2011,111.80000000000001
22450,12,2010,194.29999999999998
20675,1,2011,393.96000000000004
37446,6,2011,65.25
23107,6,2011,146.28
22507,7,2011,629.39
48111,7,2011,472.65
22374,3,2011,128.15
23052,7,2011,676.5
47369A,12,2010,17.700000000000003
21033,2,2011,73.75
23155,4,2011,293.21999999999997
72801C,1,2011,18.75
82583,6,2011,706.2000000000003
22254,6,2011,8.75
21902,4,2011,81.34
22995,5,2011,86.52000000000001
22921,1,2011,50.7
23054,7,2011,239.25
84030E,8,2011,174.25
21463,4,2011,150.60000000000002
20750,6,2011,594.3
20731,3,2011,2.5
22264,4,2011,30.599999999999998
23254,7,2011,581.0
85032A,7,2011,80.6
22676,12,2010,38.75
20758,6,2011,11.899999999999999
90120C,12,2010,17.0
21066,3,2011,30.0
22794,5,2011,214.64999999999998
21811,6,2011,15.0
21498,4,2011,178.5
22412,1,2011,75.60000000000001
47518F,7,2011,3.36
23013,8,2011,268.45000000000005
22341,1,2011,155.39999999999998
22236,8,2011,508.94999999999993
22757,3,2011,6.25
21562,4,2011,1.25
22220,6,2011,69.65
22556,8,2011,640.8
21195,3,2011,77.69999999999999
46000R,3,2011,5.8
84659A,4,2011,5.1
22914,4,2011,94.05000000000001
90214D,6,2011,1.25
22566,5,2011,20.4
22642,2,2011,48.449999999999996
22496,2,2011,11.8
72799F,2,2011,5.9
21222,5,2011,33.75
21705,4,2011,41.24999999999999
85170A,12,2010,2.1
21680,1,2011,61.2
22467,9,2011,1936.5099999999993
22610,9,2011,184.68000000000006
84279P,9,2011,78.75
21809,10,2011,346.74
22639,10,2011,286.08000000000004
22693,11,2011,1260.72
15056BL,12,2011,423.01
22573,8,2011,40.800000000000004
84929,9,2011,27.360000000000003
23202,11,2011,3010.269999999999
22096,10,2011,45.48000000000001
22734,11,2011,2812.2699999999986
82582,11,2011,1112.2600000000002
22384,12,2011,200.49
22635,9,2011,442.79999999999995
22294,10,2011,526.69
84971S,11,2011,78.77
22028,9,2011,132.7
22123,11,2011,87.18
22295,9,2011,450.5899999999999
23172,10,2011,682.3299999999999
21934,11,2011,442.00000000000006
16048,10,2011,25.080000000000002
84580,12,2011,49.129999999999995
22610,12,2011,47.88
84828,12,2011,41.09
21985,10,2011,189.76
85178,10,2011,273.60999999999996
23239,10,2011,302.95000000000005
23296,12,2011,52.5
23010,10,2011,220.35000000000002
22819,8,2011,55.44
23164,10,2011,168.36
90161B,9,2011,59.400000000000006
85078,10,2011,102.31
90119,12,2011,37.44
84711B,11,2011,29.849999999999998
85124B,10,2011,25.5
21638,12,2011,6.300000000000001
22345,10,2011,1.7
21747,10,2011,10.0
17007B,12,2010,25.200000000000003
22048,9,2011,52.5
23045,8,2011,24.900000000000002
21058,12,2010,20.4
21955,1,2011,448.95
22319,3,2011,39.650000000000006
21251,6,2011,26.550000000000004
23298,7,2011,6362.399999999997
22666,2,2011,1265.45
85062,3,2011,224.39999999999995
84882,5,2011,33.75
21650,3,2011,21.450000000000003
22921,4,2011,105.30000000000001
22745,5,2011,348.29999999999995
21172,6,2011,476.7
22041,6,2011,817.5000000000001
21673,6,2011,773.01
23126,5,2011,410.8500000000001
85034B,12,2010,111.0
22935,1,2011,373.5
84536B,1,2011,70.14
84596F,4,2011,260.40000000000003
22972,6,2011,153.75
21935,7,2011,201.29999999999998
17003,1,2011,522.54
22860,2,2011,275.54999999999995
22411,3,2011,1731.7399999999998
22615,5,2011,44.65999999999999
84991,12,2010,732.0499999999998
22467,1,2011,1494.1500000000003
22379,4,2011,764.8000000000001
21558,6,2011,485.54999999999995
84884A,1,2011,146.14999999999998
22891,3,2011,114.75
72741,2,2011,271.15
22344,4,2011,35.699999999999996
22188,5,2011,556.42
22178,6,2011,2110.1
20826,4,2011,56.160000000000004
21930,5,2011,636.6000000000001
22671,2,2011,74.25
22876,4,2011,15.6
23009,6,2011,353.84999999999997
22059,2,2011,209.39999999999998
85040B,3,2011,67.64999999999999
84519B,5,2011,72.5
21873,8,2011,5.0
37464,12,2010,3.75
37448,12,2010,256.28
22918,3,2011,137.79999999999998
21967,5,2011,39.73
20685,7,2011,3214.25
21981,1,2011,111.93999999999998
84509A,4,2011,120.0
22935,5,2011,250.0
21110,7,2011,6.75
22985,6,2011,126.0
22774,4,2011,140.0
22597,12,2010,29.75
22142,7,2011,150.05
22627,2,2011,295.8
22744,4,2011,123.90000000000002
22365,2,2011,247.2
23103,7,2011,358.2
22268,6,2011,72.39
21828,7,2011,25.0
90186B,12,2010,2.95
35271S,12,2010,3.6100000000000003
85213,6,2011,187.91999999999993
79406,7,2011,1.1
85124C,12,2010,84.14999999999999
16008,4,2011,25.2
20893,1,2011,33.15
23122,6,2011,238.14
22153,6,2011,2.94
47599A,7,2011,430.2600000000001
90027D,12,2010,11.8
21064,5,2011,11.9
84247G,7,2011,15.120000000000001
85025B,6,2011,8.25
23136,4,2011,88.23
22405,5,2011,36.25
22545,5,2011,10.08
21078,12,2010,53.55
71279,5,2011,17.700000000000003
16202B,4,2011,14.5
22127,3,2011,239.7
20702,2,2011,80.75
21307,12,2010,4.2
17091J,8,2011,69.16
16225,2,2011,30.0
20764,1,2011,37.5
23029,9,2011,514.3499999999999
23381,10,2011,122.46
22405,11,2011,26.25
22910,9,2011,4422.939999999999
23598,11,2011,619.5
23222,11,2011,238.09999999999997
22866,12,2011,1058.7000000000003
23241,11,2011,463.84
22591,11,2011,494.42999999999995
22750,12,2011,236.25
21257,10,2011,302.1000000000001
84929,11,2011,23.939999999999998
22798,10,2011,697.6
22985,9,2011,84.0
82616C,10,2011,72.22
15056P,10,2011,258.6
22150,11,2011,763.0699999999997
22551,12,2011,375.13000000000005
21415,11,2011,29.400000000000002
23545,12,2011,73.5
22665,9,2011,366.28
72741,10,2011,842.8499999999999
22896,12,2011,35.42
22437,12,2011,59.5
22978,12,2011,15.0
22731,11,2011,228.11
79160,11,2011,42.0
22147,12,2011,47.85
22322,9,2011,12.75
22995,12,2011,18.48
23022,11,2011,150.4
23216,11,2011,116.05000000000001
23236,12,2011,63.58
84032A,12,2011,120.98000000000002
22806,11,2011,53.1
90063A,11,2011,17.0
22594,8,2011,113.88
23151,11,2011,7.470000000000001
22665,7,2011,191.75000000000003
21025,6,2011,36.2
22715,9,2011,81.36
21485,12,2010,2673.0
22083,12,2010,1052.3500000000004
22798,4,2011,224.2
